Id de empleado,Fecha y hora de interacci�n,Id del caso,Tipo de interacci�n,Id de cliente,Raz�n del reclamo,Cr�dito otorgado (USD)
EMP0293,1/10/2025 19:17,CASE044151,teléfono,CL98440,Error en la facturación,20.97
EMP0148,2/5/2025 23:21,CASE024550,chat,CL42058,Producto no recibido,17.41
EMP0204,2/28/2025 03:21,CASE041096,chat,CL17770,Producto defectuoso,21.55
EMP0072,3/12/2025 13:40,CASE026715,chat,CL59160,Error en la facturación,26.83
EMP0084,2/8/2025 18:36,CASE006239,chat,CL78576,Producto no recibido,12.83
EMP0288,1/14/2025 17:11,CASE013839,chat,CL25465,Cobro duplicado,5.81
EMP0141,2/22/2025 01:46,CASE032301,teléfono,CL26486,Error en la facturación,42.77
EMP0172,1/25/2025 18:23,CASE045736,teléfono,CL28499,Cobro duplicado,29.06
EMP0020,2/9/2025 07:45,CASE019374,chat,CL50134,Producto no recibido,18.51
EMP0020,1/5/2025 00:28,CASE007780,teléfono,CL91123,Error en la facturación,33.5
EMP0180,3/5/2025 10:40,CASE037970,teléfono,CL99496,Cobro duplicado,20.51
EMP0252,2/21/2025 16:38,CASE037030,teléfono,CL62620,Error en la facturación,18.63
EMP0270,2/5/2025 21:32,CASE037638,chat,CL44563,Incumplimiento de garantía,6.03
EMP0198,2/18/2025 11:09,CASE008341,teléfono,CL78898,Cobro duplicado,40.69
EMP0115,1/10/2025 18:53,CASE002066,teléfono,CL93816,Producto no recibido,42.57
EMP0033,3/23/2025 13:57,CASE029635,chat,CL88478,Cobro duplicado,5.87
EMP0236,2/6/2025 06:56,CASE003801,teléfono,CL40539,Producto defectuoso,22.49
EMP0231,3/14/2025 18:36,CASE003208,chat,CL31802,Producto no recibido,18.27
EMP0291,1/23/2025 09:29,CASE024224,chat,CL30222,Incumplimiento de garantía,39.88
EMP0126,1/19/2025 06:19,CASE039650,teléfono,CL91711,Incumplimiento de garantía,42.59
EMP0009,2/2/2025 13:14,CASE025306,chat,CL70435,Cobro duplicado,11.22
EMP0228,1/8/2025 10:06,CASE040886,teléfono,CL91513,Incumplimiento de garantía,18.72
EMP0092,2/10/2025 04:38,CASE021626,chat,CL85653,Producto no recibido,45.6
EMP0018,2/4/2025 03:52,CASE035006,chat,CL79067,Producto defectuoso,34.15
EMP0180,1/9/2025 11:49,CASE028392,chat,CL69970,Cobro duplicado,44.65
EMP0295,1/22/2025 14:40,CASE017807,teléfono,CL92429,Incumplimiento de garantía,47.96
EMP0127,3/9/2025 02:37,CASE001365,teléfono,CL40947,Incumplimiento de garantía,17.2
EMP0099,2/7/2025 18:42,CASE015431,chat,CL31854,Cobro duplicado,45.8
EMP0065,3/12/2025 15:39,CASE018855,teléfono,CL15540,Error en la facturación,8.66
EMP0016,1/4/2025 03:30,CASE018848,teléfono,CL69630,Incumplimiento de garantía,30.18
EMP0111,2/16/2025 17:07,CASE023577,chat,CL32052,Producto no recibido,45.35
EMP0038,2/12/2025 07:53,CASE044647,chat,CL25718,Cobro duplicado,26.31
EMP0273,1/25/2025 21:41,CASE048290,chat,CL73199,Producto defectuoso,32.98
EMP0134,1/2/2025 00:02,CASE025697,chat,CL23291,Producto no recibido,7.17
EMP0018,1/10/2025 02:53,CASE032718,chat,CL70791,Producto defectuoso,44.29
EMP0098,3/25/2025 10:00,CASE037925,teléfono,CL61846,Error en la facturación,41.6
EMP0001,1/18/2025 19:37,CASE041580,teléfono,CL87432,Cobro duplicado,40.78
EMP0162,3/10/2025 01:25,CASE018812,teléfono,CL23305,Incumplimiento de garantía,31.37
EMP0212,2/22/2025 13:16,CASE025393,chat,CL27891,Error en la facturación,43.03
EMP0015,2/22/2025 01:45,CASE038361,chat,CL10342,Cobro duplicado,30.37
EMP0159,3/28/2025 20:02,CASE046010,teléfono,CL57051,Producto defectuoso,34.06
EMP0113,3/30/2025 15:15,CASE044259,teléfono,CL61786,Incumplimiento de garantía,6.24
EMP0092,1/25/2025 12:52,CASE027366,teléfono,CL16528,Cobro duplicado,13.14
EMP0034,1/1/2025 20:20,CASE037421,teléfono,CL90751,Error en la facturación,14.24
EMP0182,3/14/2025 00:32,CASE000832,teléfono,CL39045,Producto no recibido,33.12
EMP0191,2/21/2025 11:59,CASE004313,chat,CL62818,Cobro duplicado,21.35
EMP0099,2/28/2025 03:34,CASE017773,teléfono,CL70940,Error en la facturación,46.92
EMP0112,3/3/2025 21:34,CASE022125,teléfono,CL69151,Producto no recibido,45.97
EMP0169,1/23/2025 06:33,CASE047751,teléfono,CL20598,Producto defectuoso,9.73
EMP0199,3/11/2025 19:03,CASE008246,teléfono,CL10320,Incumplimiento de garantía,13.21
EMP0267,1/4/2025 21:28,CASE047331,teléfono,CL64530,Producto defectuoso,36.32
EMP0125,2/4/2025 00:17,CASE019282,chat,CL15508,Producto no recibido,22.93
EMP0258,2/11/2025 11:02,CASE006220,teléfono,CL52034,Incumplimiento de garantía,41.12
EMP0187,1/10/2025 22:11,CASE006481,teléfono,CL95905,Incumplimiento de garantía,16.74
EMP0226,1/6/2025 13:18,CASE009882,chat,CL86830,Incumplimiento de garantía,39.5
EMP0200,3/13/2025 07:05,CASE032353,teléfono,CL98491,Producto defectuoso,25.41
EMP0244,3/13/2025 03:27,CASE049734,chat,CL46602,Error en la facturación,30.1
EMP0087,3/25/2025 15:38,CASE020168,chat,CL52158,Error en la facturación,21.33
EMP0146,3/3/2025 07:34,CASE043311,chat,CL71256,Error en la facturación,19.23
EMP0122,3/1/2025 10:59,CASE017665,teléfono,CL25970,Producto defectuoso,25.35
EMP0065,3/24/2025 18:32,CASE044771,teléfono,CL95619,Producto defectuoso,8.03
EMP0164,3/23/2025 01:57,CASE016840,chat,CL84459,Incumplimiento de garantía,24.37
EMP0218,3/30/2025 18:40,CASE039921,teléfono,CL74368,Error en la facturación,38.28
EMP0048,2/20/2025 07:32,CASE018985,teléfono,CL66807,Producto defectuoso,44.33
EMP0100,1/13/2025 23:24,CASE025792,teléfono,CL33794,Cobro duplicado,19.08
EMP0016,1/9/2025 11:22,CASE021879,chat,CL77744,Incumplimiento de garantía,25.03
EMP0297,3/15/2025 09:45,CASE044715,teléfono,CL21538,Producto no recibido,10.8
EMP0057,2/14/2025 14:39,CASE023512,chat,CL43197,Producto no recibido,22.7
EMP0033,1/26/2025 22:19,CASE034507,chat,CL59142,Error en la facturación,19.06
EMP0066,3/12/2025 08:37,CASE034467,teléfono,CL75848,Producto no recibido,30.62
EMP0290,1/4/2025 05:23,CASE011521,teléfono,CL66836,Cobro duplicado,23.19
EMP0192,1/2/2025 16:35,CASE016245,chat,CL72624,Producto defectuoso,12.29
EMP0193,2/28/2025 04:07,CASE049381,chat,CL46400,Error en la facturación,39.64
EMP0129,1/17/2025 06:11,CASE002188,chat,CL26274,Incumplimiento de garantía,43.26
EMP0113,1/3/2025 22:37,CASE042116,chat,CL93079,Cobro duplicado,49.99
EMP0094,3/11/2025 16:27,CASE035659,teléfono,CL94943,Producto no recibido,28.93
EMP0224,2/25/2025 01:26,CASE032294,chat,CL51504,Error en la facturación,19.73
EMP0108,3/19/2025 13:43,CASE021683,teléfono,CL90938,Producto no recibido,45.92
EMP0117,3/2/2025 05:17,CASE028267,chat,CL48018,Error en la facturación,44.12
EMP0282,3/26/2025 19:32,CASE020124,chat,CL74374,Producto no recibido,28.97
EMP0034,2/4/2025 04:44,CASE046164,chat,CL31648,Producto no recibido,41.8
EMP0104,2/10/2025 17:15,CASE023879,teléfono,CL36516,Error en la facturación,19.48
EMP0081,2/8/2025 09:35,CASE029629,teléfono,CL85276,Error en la facturación,17.76
EMP0230,1/3/2025 19:35,CASE014537,teléfono,CL59526,Incumplimiento de garantía,44.15
EMP0156,1/11/2025 01:46,CASE043244,chat,CL88926,Producto no recibido,49.45
EMP0013,2/21/2025 18:09,CASE030678,chat,CL19450,Producto defectuoso,47.28
EMP0047,1/21/2025 11:10,CASE028854,teléfono,CL23173,Error en la facturación,18.43
EMP0189,3/10/2025 16:47,CASE042532,teléfono,CL32119,Incumplimiento de garantía,14.97
EMP0130,2/4/2025 19:09,CASE023055,chat,CL99262,Incumplimiento de garantía,12.6
EMP0274,3/15/2025 13:10,CASE035737,chat,CL81512,Cobro duplicado,38.22
EMP0121,2/8/2025 03:29,CASE010869,chat,CL16829,Producto no recibido,26.46
EMP0239,2/6/2025 02:02,CASE046021,teléfono,CL38695,Error en la facturación,15.23
EMP0050,2/2/2025 13:00,CASE009687,teléfono,CL31344,Incumplimiento de garantía,47.8
EMP0127,2/18/2025 17:42,CASE014645,teléfono,CL52183,Producto defectuoso,34.5
EMP0070,3/26/2025 20:50,CASE049990,teléfono,CL83436,Cobro duplicado,25.87
EMP0036,2/12/2025 08:00,CASE040351,teléfono,CL63656,Producto defectuoso,13.66
EMP0147,3/27/2025 03:55,CASE001534,teléfono,CL85248,Cobro duplicado,45.97
EMP0174,2/10/2025 17:26,CASE036540,chat,CL74401,Producto defectuoso,19.2
EMP0289,1/13/2025 19:30,CASE035214,chat,CL56847,Producto defectuoso,10
EMP0044,1/12/2025 17:55,CASE023271,chat,CL11275,Producto defectuoso,29.83
EMP0188,2/21/2025 11:02,CASE009735,chat,CL81766,Incumplimiento de garantía,42.72
EMP0060,3/11/2025 07:46,CASE018671,teléfono,CL24075,Producto no recibido,21.19
EMP0149,1/19/2025 01:55,CASE021435,teléfono,CL72924,Incumplimiento de garantía,40.64
EMP0011,1/2/2025 05:44,CASE030306,chat,CL66003,Incumplimiento de garantía,6.26
EMP0248,3/2/2025 09:56,CASE035401,teléfono,CL55090,Incumplimiento de garantía,21.65
EMP0298,2/3/2025 03:30,CASE005441,teléfono,CL15655,Cobro duplicado,32.22
EMP0188,1/10/2025 16:46,CASE028174,teléfono,CL18286,Producto defectuoso,39.82
EMP0011,3/12/2025 18:10,CASE001820,teléfono,CL73736,Incumplimiento de garantía,7.32
EMP0243,1/19/2025 11:02,CASE047389,chat,CL28168,Producto defectuoso,9.58
EMP0208,2/18/2025 14:22,CASE032475,teléfono,CL84770,Cobro duplicado,17.91
EMP0224,3/30/2025 21:16,CASE043351,teléfono,CL13692,Producto defectuoso,15.25
EMP0153,2/5/2025 17:21,CASE033999,teléfono,CL32710,Producto no recibido,31.71
EMP0260,1/12/2025 00:58,CASE018027,chat,CL24756,Producto no recibido,12.04
EMP0172,2/5/2025 18:03,CASE017824,teléfono,CL27284,Cobro duplicado,35.86
EMP0187,2/10/2025 15:57,CASE007484,chat,CL87165,Producto defectuoso,5.27
EMP0216,3/11/2025 21:02,CASE041331,teléfono,CL77506,Producto defectuoso,46.12
EMP0153,2/12/2025 07:33,CASE010660,chat,CL42847,Producto no recibido,47.16
EMP0180,1/18/2025 18:16,CASE015897,teléfono,CL96776,Incumplimiento de garantía,6.85
EMP0223,1/5/2025 22:16,CASE011591,teléfono,CL58516,Cobro duplicado,19.59
EMP0009,2/13/2025 10:52,CASE031224,chat,CL18707,Incumplimiento de garantía,30.04
EMP0128,2/25/2025 20:43,CASE036346,teléfono,CL23070,Error en la facturación,28.73
EMP0075,1/23/2025 05:08,CASE004927,chat,CL89450,Incumplimiento de garantía,49.4
EMP0087,3/4/2025 12:18,CASE045097,chat,CL81599,Producto defectuoso,9.76
EMP0183,1/29/2025 23:35,CASE008283,teléfono,CL31344,Cobro duplicado,7.82
EMP0149,3/23/2025 09:55,CASE000659,teléfono,CL10772,Producto no recibido,30.05
EMP0023,2/18/2025 13:11,CASE034169,chat,CL54394,Producto no recibido,38.81
EMP0299,1/8/2025 16:31,CASE005161,chat,CL19232,Error en la facturación,34.66
EMP0122,2/25/2025 06:53,CASE038896,teléfono,CL15157,Error en la facturación,27.17
EMP0122,3/8/2025 06:27,CASE009689,chat,CL76294,Error en la facturación,43.11
EMP0247,3/21/2025 15:28,CASE003480,chat,CL52898,Producto defectuoso,27.98
EMP0085,3/22/2025 22:02,CASE035580,teléfono,CL13301,Producto defectuoso,7.36
EMP0148,3/7/2025 09:37,CASE042838,chat,CL99979,Producto no recibido,23.05
EMP0180,1/4/2025 14:30,CASE029998,chat,CL57263,Incumplimiento de garantía,45.17
EMP0081,3/25/2025 17:37,CASE044827,teléfono,CL93181,Producto no recibido,46.36
EMP0038,3/3/2025 08:31,CASE006934,chat,CL93967,Producto no recibido,43.55
EMP0254,2/2/2025 06:40,CASE042879,chat,CL56547,Producto no recibido,16.74
EMP0052,2/27/2025 15:31,CASE015785,chat,CL87193,Producto defectuoso,25.95
EMP0176,3/21/2025 07:51,CASE012083,teléfono,CL60330,Cobro duplicado,26.27
EMP0061,1/29/2025 14:40,CASE003732,chat,CL31873,Error en la facturación,47.38
EMP0117,2/15/2025 22:05,CASE025566,chat,CL14093,Producto defectuoso,20.86
EMP0051,1/22/2025 13:34,CASE027885,teléfono,CL37390,Error en la facturación,15.46
EMP0032,3/21/2025 13:04,CASE042467,teléfono,CL27577,Producto no recibido,16.67
EMP0066,2/1/2025 05:39,CASE045496,teléfono,CL73917,Cobro duplicado,40.88
EMP0085,3/27/2025 06:21,CASE010032,teléfono,CL84074,Incumplimiento de garantía,8.52
EMP0223,3/6/2025 14:52,CASE007497,chat,CL63903,Cobro duplicado,6.11
EMP0169,3/23/2025 03:34,CASE045602,chat,CL66626,Producto no recibido,21.76
EMP0103,2/21/2025 05:50,CASE028198,chat,CL38884,Cobro duplicado,15.23
EMP0174,1/29/2025 01:30,CASE028598,teléfono,CL31273,Error en la facturación,37.82
EMP0089,2/26/2025 18:08,CASE000645,chat,CL63424,Cobro duplicado,10.1
EMP0219,1/11/2025 14:54,CASE045417,teléfono,CL96745,Error en la facturación,12.71
EMP0218,3/4/2025 13:04,CASE042300,teléfono,CL59951,Producto defectuoso,23.14
EMP0198,3/26/2025 04:39,CASE034215,chat,CL71817,Producto no recibido,6.39
EMP0066,1/11/2025 04:05,CASE005796,chat,CL37623,Producto no recibido,45.47
EMP0052,2/6/2025 01:04,CASE031767,teléfono,CL66086,Error en la facturación,36.25
EMP0112,3/20/2025 08:10,CASE027138,teléfono,CL54413,Error en la facturación,34.17
EMP0145,3/20/2025 15:33,CASE034257,chat,CL21086,Error en la facturación,8.78
EMP0124,1/11/2025 18:09,CASE024965,teléfono,CL36523,Producto defectuoso,16.42
EMP0090,3/20/2025 01:26,CASE023966,teléfono,CL16899,Producto no recibido,39.21
EMP0005,3/14/2025 16:14,CASE025676,teléfono,CL94218,Incumplimiento de garantía,31.87
EMP0184,2/28/2025 17:17,CASE035120,teléfono,CL95486,Error en la facturación,35.54
EMP0013,1/9/2025 11:45,CASE041124,chat,CL24121,Error en la facturación,24.24
EMP0218,1/10/2025 20:51,CASE044068,teléfono,CL85864,Producto defectuoso,37.57
EMP0245,2/10/2025 00:49,CASE042753,chat,CL21575,Producto defectuoso,14.7
EMP0022,2/12/2025 17:00,CASE037393,teléfono,CL69768,Incumplimiento de garantía,5.07
EMP0262,2/21/2025 23:20,CASE048186,chat,CL66387,Error en la facturación,17.41
EMP0250,1/25/2025 18:11,CASE028084,chat,CL22994,Error en la facturación,49.54
EMP0093,3/18/2025 01:30,CASE035768,teléfono,CL62596,Error en la facturación,40.13
EMP0151,1/22/2025 12:53,CASE000235,chat,CL46500,Incumplimiento de garantía,24.94
EMP0299,3/22/2025 14:04,CASE046430,teléfono,CL24641,Incumplimiento de garantía,30.57
EMP0251,3/5/2025 07:29,CASE002052,teléfono,CL48750,Producto defectuoso,36.26
EMP0127,2/8/2025 02:10,CASE040981,chat,CL91981,Error en la facturación,25.79
EMP0163,3/26/2025 06:24,CASE042325,teléfono,CL37325,Producto defectuoso,49.49
EMP0259,3/23/2025 07:59,CASE012739,teléfono,CL61296,Incumplimiento de garantía,20.45
EMP0074,1/21/2025 14:51,CASE000801,chat,CL59674,Producto no recibido,19.49
EMP0204,3/29/2025 12:14,CASE037741,teléfono,CL42546,Cobro duplicado,23.63
EMP0033,2/1/2025 08:26,CASE044786,chat,CL35967,Error en la facturación,27.32
EMP0012,1/24/2025 08:12,CASE039052,chat,CL81780,Producto defectuoso,29.81
EMP0257,1/24/2025 12:03,CASE045618,chat,CL52863,Producto defectuoso,49.11
EMP0287,2/14/2025 19:58,CASE046215,teléfono,CL75818,Error en la facturación,47.39
EMP0025,1/19/2025 16:31,CASE025479,teléfono,CL62456,Cobro duplicado,30.76
EMP0010,3/13/2025 02:18,CASE018433,chat,CL92001,Error en la facturación,33.18
EMP0187,1/23/2025 04:42,CASE005895,teléfono,CL47555,Error en la facturación,17.27
EMP0185,3/4/2025 05:20,CASE025663,chat,CL21980,Producto defectuoso,18.37
EMP0245,3/27/2025 10:02,CASE027662,chat,CL87990,Cobro duplicado,37.35
EMP0097,1/2/2025 15:08,CASE001352,teléfono,CL30253,Error en la facturación,32.64
EMP0115,2/10/2025 16:26,CASE046379,teléfono,CL73259,Cobro duplicado,14.38
EMP0190,2/19/2025 00:24,CASE040677,teléfono,CL10946,Error en la facturación,28.15
EMP0154,2/28/2025 01:41,CASE007655,teléfono,CL68891,Incumplimiento de garantía,17.84
EMP0292,2/21/2025 03:40,CASE024780,teléfono,CL18876,Cobro duplicado,37.35
EMP0090,2/7/2025 10:05,CASE000054,chat,CL48427,Cobro duplicado,24.64
EMP0280,2/8/2025 10:11,CASE049879,teléfono,CL90735,Error en la facturación,46.37
EMP0064,2/3/2025 11:17,CASE024640,teléfono,CL61574,Producto defectuoso,40.87
EMP0183,2/15/2025 02:29,CASE046918,teléfono,CL92824,Cobro duplicado,28.2
EMP0006,2/4/2025 02:17,CASE027701,chat,CL54255,Incumplimiento de garantía,25.9
EMP0149,2/28/2025 23:24,CASE006988,chat,CL14085,Incumplimiento de garantía,45.16
EMP0186,1/23/2025 01:36,CASE012587,teléfono,CL80189,Error en la facturación,26.13
EMP0001,1/29/2025 22:51,CASE000397,chat,CL54942,Producto defectuoso,18.62
EMP0096,3/15/2025 17:55,CASE032081,teléfono,CL11143,Cobro duplicado,9.25
EMP0098,3/22/2025 05:39,CASE000780,chat,CL33086,Error en la facturación,15.39
EMP0153,1/24/2025 06:05,CASE020144,chat,CL10366,Error en la facturación,18.91
EMP0059,1/1/2025 14:53,CASE014193,teléfono,CL76194,Cobro duplicado,31.16
EMP0283,1/2/2025 05:26,CASE024188,teléfono,CL83429,Incumplimiento de garantía,12.91
EMP0042,2/11/2025 07:30,CASE030054,chat,CL91877,Incumplimiento de garantía,27.08
EMP0104,3/25/2025 09:49,CASE019407,chat,CL96174,Incumplimiento de garantía,36.58
EMP0297,2/6/2025 15:58,CASE045003,chat,CL71220,Producto defectuoso,40.82
EMP0016,2/22/2025 18:09,CASE019316,chat,CL90276,Error en la facturación,8.2
EMP0256,1/26/2025 02:41,CASE013614,chat,CL95972,Cobro duplicado,7.28
EMP0259,3/30/2025 12:23,CASE029555,chat,CL10452,Incumplimiento de garantía,38.53
EMP0041,1/9/2025 20:16,CASE030500,chat,CL25767,Producto no recibido,9.35
EMP0275,3/25/2025 14:24,CASE009637,chat,CL97231,Producto no recibido,47.6
EMP0168,1/18/2025 14:37,CASE040837,chat,CL15318,Producto defectuoso,47.72
EMP0077,2/13/2025 00:18,CASE045337,chat,CL46408,Cobro duplicado,18.96
EMP0281,1/23/2025 11:40,CASE009693,teléfono,CL26958,Incumplimiento de garantía,19.73
EMP0276,3/8/2025 00:35,CASE047766,teléfono,CL64143,Producto no recibido,41.86
EMP0213,1/5/2025 09:56,CASE005171,teléfono,CL51471,Producto defectuoso,5.75
EMP0127,1/25/2025 17:02,CASE028361,teléfono,CL36992,Producto defectuoso,41.83
EMP0255,1/5/2025 10:14,CASE035218,chat,CL38509,Incumplimiento de garantía,18.67
EMP0279,1/12/2025 22:26,CASE036579,teléfono,CL32126,Error en la facturación,12.03
EMP0011,3/26/2025 16:36,CASE029638,chat,CL14506,Cobro duplicado,48.52
EMP0231,3/11/2025 21:08,CASE015752,teléfono,CL41973,Producto no recibido,17.87
EMP0004,2/5/2025 09:26,CASE028106,teléfono,CL48314,Cobro duplicado,28.99
EMP0153,3/3/2025 08:53,CASE028512,chat,CL79296,Error en la facturación,45.73
EMP0088,3/14/2025 09:02,CASE027749,chat,CL90581,Producto defectuoso,32.18
EMP0273,3/27/2025 16:21,CASE029380,chat,CL85060,Incumplimiento de garantía,16.51
EMP0253,3/26/2025 16:15,CASE016497,chat,CL65003,Cobro duplicado,5.15
EMP0035,2/28/2025 07:16,CASE024384,chat,CL70343,Incumplimiento de garantía,7.47
EMP0031,3/30/2025 08:00,CASE006727,teléfono,CL77649,Producto defectuoso,34.57
EMP0142,3/13/2025 10:40,CASE020973,chat,CL44722,Cobro duplicado,16.43
EMP0268,1/9/2025 12:48,CASE020537,teléfono,CL94559,Cobro duplicado,23.13
EMP0055,2/21/2025 16:33,CASE041213,chat,CL66502,Cobro duplicado,43.67
EMP0172,1/19/2025 23:28,CASE010090,teléfono,CL35805,Error en la facturación,31.52
EMP0295,2/2/2025 09:04,CASE039534,chat,CL91823,Error en la facturación,31.36
EMP0293,1/30/2025 02:31,CASE005458,chat,CL88558,Error en la facturación,44.77
EMP0296,3/8/2025 13:21,CASE027630,chat,CL94478,Error en la facturación,20.74
EMP0114,1/20/2025 05:23,CASE012468,teléfono,CL84545,Producto defectuoso,5.77
EMP0061,1/2/2025 03:18,CASE028525,teléfono,CL12521,Producto defectuoso,12.74
EMP0004,1/6/2025 23:38,CASE041943,teléfono,CL75035,Cobro duplicado,26.77
EMP0175,3/4/2025 09:23,CASE013590,chat,CL14467,Incumplimiento de garantía,34.08
EMP0222,3/18/2025 20:44,CASE004956,chat,CL98129,Cobro duplicado,18.84
EMP0012,2/17/2025 12:23,CASE046459,teléfono,CL33529,Producto no recibido,19.57
EMP0055,3/13/2025 05:06,CASE022443,chat,CL16442,Cobro duplicado,9.69
EMP0149,1/20/2025 07:06,CASE004611,chat,CL27536,Error en la facturación,42.97
EMP0162,2/25/2025 14:52,CASE024084,chat,CL96844,Incumplimiento de garantía,19.09
EMP0028,3/12/2025 04:01,CASE028078,teléfono,CL47108,Error en la facturación,34.83
EMP0165,2/10/2025 12:35,CASE022441,chat,CL73636,Cobro duplicado,8.13
EMP0225,3/25/2025 04:18,CASE015687,chat,CL59790,Error en la facturación,19
EMP0274,2/28/2025 02:55,CASE009311,chat,CL70314,Producto defectuoso,14.15
EMP0144,1/18/2025 03:50,CASE021631,chat,CL13149,Error en la facturación,44.23
EMP0037,2/26/2025 23:35,CASE020206,teléfono,CL79281,Incumplimiento de garantía,22.5
EMP0266,3/4/2025 12:46,CASE017900,teléfono,CL55794,Producto no recibido,48.59
EMP0272,3/18/2025 00:36,CASE032676,teléfono,CL66681,Incumplimiento de garantía,13.49
EMP0276,2/13/2025 22:57,CASE002144,chat,CL76683,Error en la facturación,12.57
EMP0023,3/2/2025 12:03,CASE031705,teléfono,CL12841,Incumplimiento de garantía,44.19
EMP0059,1/7/2025 08:55,CASE008309,chat,CL88480,Producto no recibido,46.72
EMP0203,2/8/2025 22:25,CASE020921,teléfono,CL99329,Incumplimiento de garantía,36.62
EMP0163,2/19/2025 21:13,CASE011362,teléfono,CL88139,Incumplimiento de garantía,10.7
EMP0112,3/1/2025 03:17,CASE028610,chat,CL57740,Producto defectuoso,41.78
EMP0120,2/5/2025 12:31,CASE041919,teléfono,CL82328,Incumplimiento de garantía,7.73
EMP0248,3/20/2025 21:08,CASE031505,teléfono,CL18739,Producto defectuoso,31.91
EMP0284,3/4/2025 23:35,CASE007639,teléfono,CL67407,Incumplimiento de garantía,43.49
EMP0147,1/13/2025 15:06,CASE016988,teléfono,CL74916,Incumplimiento de garantía,48.69
EMP0116,3/25/2025 23:02,CASE027842,teléfono,CL49257,Incumplimiento de garantía,37.23
