Id de empleado,Fecha y hora de interacci�n,Id del caso,Tipo de interacción,Id de cliente,Cola,Tipo de cliente,Raz�n de terminaci�n de la interacci�n
EMP0237,1/9/2025 21:47,CASE035295,teléfono,CL66934,pre-venta,comprador,colgado por el agente
EMP0238,1/10/2025 21:40,CASE044614,teléfono,CL13639,reclamos,vendedor,colgado por el agente
EMP0086,3/14/2025 16:09,CASE028587,chat,CL99190,pre-venta,comprador,colgado por el agente
EMP0158,1/14/2025 05:41,CASE020140,teléfono,CL13440,post-venta,vendedor,terminado por el cliente
EMP0172,1/19/2025 23:28,CASE010090,teléfono,CL35805,pre-venta,vendedor,falla
EMP0300,3/20/2025 05:42,CASE014929,teléfono,CL36041,reclamos,vendedor,falla
EMP0127,2/13/2025 02:36,CASE031178,teléfono,CL72447,post-venta,comprador,terminado por el cliente
EMP0117,3/3/2025 20:08,CASE041512,teléfono,CL11995,reclamos,comprador,falla
EMP0118,3/13/2025 06:40,CASE022630,teléfono,CL29089,pre-venta,vendedor,colgado por el agente
EMP0187,1/23/2025 17:18,CASE047626,chat,CL18831,pre-venta,vendedor,falla
EMP0288,2/13/2025 12:59,CASE048300,teléfono,CL59545,post-venta,comprador,falla
EMP0282,2/27/2025 11:45,CASE007163,teléfono,CL24022,pre-venta,vendedor,terminado por el cliente
EMP0109,2/2/2025 03:48,CASE004772,teléfono,CL67761,pre-venta,comprador,terminado por el cliente
EMP0212,2/21/2025 14:36,CASE020346,teléfono,CL92689,reclamos,vendedor,terminado por el cliente
EMP0276,1/30/2025 02:47,CASE008888,chat,CL51573,reclamos,vendedor,terminado por el cliente
EMP0220,3/11/2025 01:43,CASE008335,chat,CL30257,pre-venta,comprador,colgado por el agente
EMP0136,3/8/2025 04:44,CASE041178,teléfono,CL27262,pre-venta,vendedor,terminado por el cliente
EMP0241,3/13/2025 21:53,CASE008855,teléfono,CL58200,pre-venta,vendedor,terminado por el cliente
EMP0031,1/2/2025 13:50,CASE013716,chat,CL99438,reclamos,comprador,colgado por el agente
EMP0060,2/1/2025 17:44,CASE039152,chat,CL13965,post-venta,comprador,colgado por el agente
EMP0121,1/3/2025 14:07,CASE022775,chat,CL14774,reclamos,comprador,terminado por el cliente
EMP0158,2/18/2025 17:14,CASE008168,chat,CL20956,post-venta,vendedor,colgado por el agente
EMP0209,3/23/2025 15:26,CASE035044,teléfono,CL40284,reclamos,vendedor,falla
EMP0277,1/22/2025 12:12,CASE033016,chat,CL22348,reclamos,vendedor,colgado por el agente
EMP0055,2/6/2025 13:46,CASE044059,chat,CL76134,post-venta,comprador,colgado por el agente
EMP0186,2/11/2025 20:51,CASE048214,chat,CL23096,post-venta,vendedor,falla
EMP0030,2/13/2025 03:51,CASE028081,chat,CL49278,reclamos,vendedor,terminado por el cliente
EMP0044,1/12/2025 20:30,CASE004329,chat,CL49722,pre-venta,vendedor,falla
EMP0096,3/15/2025 08:38,CASE033174,chat,CL79545,pre-venta,comprador,colgado por el agente
EMP0130,1/4/2025 17:23,CASE009031,teléfono,CL16830,pre-venta,vendedor,falla
EMP0051,2/5/2025 09:06,CASE031513,chat,CL69290,reclamos,comprador,colgado por el agente
EMP0264,2/27/2025 18:33,CASE000906,chat,CL29555,pre-venta,vendedor,terminado por el cliente
EMP0184,1/9/2025 03:30,CASE002056,chat,CL65851,pre-venta,comprador,terminado por el cliente
EMP0038,2/4/2025 16:27,CASE032863,teléfono,CL47785,post-venta,comprador,falla
EMP0058,1/1/2025 19:15,CASE025742,chat,CL36140,reclamos,comprador,colgado por el agente
EMP0067,1/13/2025 02:59,CASE018764,teléfono,CL79590,post-venta,comprador,terminado por el cliente
EMP0071,1/3/2025 22:44,CASE017224,chat,CL62282,post-venta,comprador,terminado por el cliente
EMP0074,1/30/2025 19:53,CASE025727,teléfono,CL38157,pre-venta,comprador,falla
EMP0102,2/10/2025 09:20,CASE022838,teléfono,CL83152,post-venta,vendedor,falla
EMP0084,3/12/2025 02:32,CASE023977,teléfono,CL49452,post-venta,vendedor,colgado por el agente
EMP0291,2/23/2025 09:56,CASE046811,teléfono,CL71235,reclamos,vendedor,terminado por el cliente
EMP0194,2/9/2025 07:05,CASE002361,chat,CL78069,pre-venta,vendedor,falla
EMP0173,2/21/2025 14:46,CASE034447,teléfono,CL50326,post-venta,vendedor,colgado por el agente
EMP0077,2/28/2025 21:19,CASE040820,chat,CL79293,post-venta,comprador,terminado por el cliente
EMP0201,3/12/2025 09:54,CASE014633,teléfono,CL88476,reclamos,comprador,colgado por el agente
EMP0173,1/24/2025 10:57,CASE035689,teléfono,CL17820,pre-venta,vendedor,colgado por el agente
EMP0145,2/8/2025 11:55,CASE045245,chat,CL33387,reclamos,vendedor,falla
EMP0224,2/19/2025 22:41,CASE014071,chat,CL55839,reclamos,comprador,colgado por el agente
EMP0289,1/27/2025 14:15,CASE013493,teléfono,CL48086,pre-venta,vendedor,colgado por el agente
EMP0233,3/1/2025 14:00,CASE009922,chat,CL92864,pre-venta,comprador,falla
EMP0108,1/13/2025 04:49,CASE013962,teléfono,CL13584,post-venta,vendedor,falla
EMP0262,3/19/2025 13:23,CASE039320,teléfono,CL65742,post-venta,comprador,colgado por el agente
EMP0125,3/1/2025 18:06,CASE004463,teléfono,CL49163,pre-venta,vendedor,terminado por el cliente
EMP0148,2/21/2025 12:33,CASE046052,teléfono,CL40127,post-venta,vendedor,colgado por el agente
EMP0247,2/27/2025 01:16,CASE037536,teléfono,CL61537,pre-venta,comprador,colgado por el agente
EMP0112,1/9/2025 01:18,CASE042711,teléfono,CL63052,pre-venta,comprador,falla
EMP0170,2/15/2025 16:21,CASE025353,chat,CL55867,pre-venta,comprador,colgado por el agente
EMP0076,3/18/2025 20:14,CASE007387,chat,CL91830,reclamos,vendedor,terminado por el cliente
EMP0167,1/16/2025 19:21,CASE003311,teléfono,CL74157,reclamos,vendedor,falla
EMP0246,1/31/2025 18:35,CASE045764,chat,CL36504,pre-venta,vendedor,colgado por el agente
EMP0131,3/1/2025 02:17,CASE005739,chat,CL34925,post-venta,comprador,terminado por el cliente
EMP0121,2/2/2025 14:51,CASE009455,teléfono,CL30788,post-venta,comprador,colgado por el agente
EMP0045,3/19/2025 08:30,CASE014302,chat,CL89451,reclamos,vendedor,colgado por el agente
EMP0084,1/1/2025 16:50,CASE027058,chat,CL75061,reclamos,comprador,terminado por el cliente
EMP0278,1/22/2025 00:54,CASE027325,teléfono,CL56937,post-venta,comprador,colgado por el agente
EMP0293,1/19/2025 01:52,CASE039498,teléfono,CL96514,post-venta,vendedor,falla
EMP0232,1/1/2025 17:41,CASE033814,chat,CL44225,pre-venta,comprador,colgado por el agente
EMP0244,3/19/2025 03:21,CASE019433,chat,CL69151,reclamos,vendedor,terminado por el cliente
EMP0124,3/8/2025 13:43,CASE047039,teléfono,CL89797,post-venta,vendedor,terminado por el cliente
EMP0184,2/4/2025 14:49,CASE024480,chat,CL45703,reclamos,comprador,falla
EMP0180,1/14/2025 09:07,CASE004502,teléfono,CL22793,reclamos,comprador,terminado por el cliente
EMP0108,3/18/2025 08:48,CASE024069,chat,CL78045,reclamos,comprador,falla
EMP0193,1/12/2025 00:47,CASE016928,chat,CL35957,pre-venta,comprador,terminado por el cliente
EMP0120,3/5/2025 10:37,CASE003522,teléfono,CL30837,post-venta,comprador,terminado por el cliente
EMP0174,1/25/2025 02:48,CASE013063,chat,CL44567,reclamos,comprador,colgado por el agente
EMP0177,2/9/2025 23:53,CASE000373,teléfono,CL47353,pre-venta,vendedor,falla
EMP0226,2/17/2025 09:40,CASE035190,chat,CL16301,post-venta,comprador,falla
EMP0282,2/24/2025 19:31,CASE037240,chat,CL24531,pre-venta,vendedor,falla
EMP0131,2/27/2025 04:12,CASE007302,teléfono,CL69772,post-venta,vendedor,terminado por el cliente
EMP0040,2/5/2025 06:29,CASE026585,chat,CL63768,post-venta,vendedor,falla
EMP0114,3/6/2025 11:56,CASE015229,teléfono,CL93115,pre-venta,vendedor,colgado por el agente
EMP0177,2/19/2025 09:58,CASE039403,chat,CL34564,pre-venta,comprador,terminado por el cliente
EMP0147,3/25/2025 03:49,CASE045128,chat,CL26768,post-venta,vendedor,falla
EMP0130,2/22/2025 14:22,CASE038774,chat,CL12584,pre-venta,comprador,falla
EMP0031,1/18/2025 08:09,CASE011004,chat,CL34749,pre-venta,vendedor,falla
EMP0009,1/25/2025 02:09,CASE025698,chat,CL63225,reclamos,vendedor,falla
EMP0163,1/3/2025 22:40,CASE006948,teléfono,CL54742,reclamos,vendedor,terminado por el cliente
EMP0013,1/28/2025 16:51,CASE014314,teléfono,CL88432,reclamos,comprador,colgado por el agente
EMP0037,3/12/2025 21:07,CASE000790,teléfono,CL45179,reclamos,comprador,falla
EMP0060,2/25/2025 20:54,CASE029745,teléfono,CL84366,pre-venta,comprador,falla
EMP0074,1/26/2025 14:03,CASE018161,teléfono,CL96100,post-venta,vendedor,colgado por el agente
EMP0187,1/5/2025 17:49,CASE015858,teléfono,CL30701,pre-venta,comprador,falla
EMP0108,2/25/2025 00:20,CASE036791,teléfono,CL70057,post-venta,vendedor,falla
EMP0292,1/18/2025 17:04,CASE015495,teléfono,CL60246,post-venta,comprador,terminado por el cliente
EMP0100,3/5/2025 00:00,CASE010714,chat,CL88407,reclamos,comprador,falla
EMP0203,2/13/2025 10:12,CASE033858,chat,CL73367,reclamos,vendedor,terminado por el cliente
EMP0248,1/4/2025 17:48,CASE012884,chat,CL55685,post-venta,comprador,terminado por el cliente
EMP0138,1/27/2025 00:57,CASE041799,teléfono,CL14346,reclamos,comprador,colgado por el agente
EMP0091,3/25/2025 06:03,CASE021949,teléfono,CL67253,pre-venta,vendedor,terminado por el cliente
EMP0054,3/9/2025 08:30,CASE006606,chat,CL39809,reclamos,comprador,terminado por el cliente
EMP0104,3/17/2025 19:41,CASE037911,chat,CL28052,reclamos,comprador,falla
EMP0273,2/1/2025 12:45,CASE040900,teléfono,CL70234,pre-venta,comprador,falla
EMP0272,1/28/2025 22:12,CASE044029,teléfono,CL95301,pre-venta,vendedor,falla
EMP0043,1/19/2025 09:42,CASE014436,chat,CL25180,reclamos,vendedor,colgado por el agente
EMP0088,1/21/2025 20:58,CASE045421,chat,CL77037,post-venta,comprador,falla
EMP0084,1/30/2025 18:35,CASE015401,teléfono,CL75401,post-venta,comprador,falla
EMP0220,1/31/2025 01:03,CASE019541,teléfono,CL30058,pre-venta,comprador,falla
EMP0282,3/30/2025 16:29,CASE036097,chat,CL80731,pre-venta,comprador,falla
EMP0216,3/10/2025 09:43,CASE040919,chat,CL82253,reclamos,comprador,colgado por el agente
EMP0021,1/24/2025 22:12,CASE022444,teléfono,CL13247,pre-venta,vendedor,terminado por el cliente
EMP0199,1/8/2025 21:25,CASE015207,chat,CL23291,reclamos,vendedor,terminado por el cliente
EMP0294,2/1/2025 13:52,CASE011846,chat,CL16770,pre-venta,comprador,colgado por el agente
EMP0050,2/20/2025 14:39,CASE043939,teléfono,CL15205,reclamos,vendedor,colgado por el agente
EMP0068,3/3/2025 21:04,CASE012246,teléfono,CL82286,reclamos,vendedor,colgado por el agente
EMP0179,2/21/2025 07:10,CASE020944,teléfono,CL63095,pre-venta,comprador,falla
EMP0051,2/3/2025 02:53,CASE000108,teléfono,CL75435,pre-venta,vendedor,colgado por el agente
EMP0014,3/4/2025 18:20,CASE001274,chat,CL27224,post-venta,comprador,colgado por el agente
EMP0068,2/10/2025 06:22,CASE000486,teléfono,CL25118,post-venta,comprador,falla
EMP0134,1/1/2025 10:56,CASE036577,teléfono,CL88004,pre-venta,comprador,terminado por el cliente
EMP0071,2/13/2025 01:08,CASE040390,teléfono,CL53757,pre-venta,vendedor,falla
EMP0126,2/8/2025 12:20,CASE034456,teléfono,CL75780,reclamos,comprador,falla
EMP0187,2/17/2025 05:06,CASE038184,chat,CL32005,pre-venta,comprador,colgado por el agente
EMP0088,1/27/2025 07:53,CASE036760,chat,CL56916,post-venta,vendedor,colgado por el agente
EMP0035,1/12/2025 16:21,CASE012633,teléfono,CL55624,pre-venta,comprador,colgado por el agente
EMP0290,3/22/2025 06:14,CASE011070,chat,CL46275,pre-venta,vendedor,colgado por el agente
EMP0274,3/27/2025 00:55,CASE029564,chat,CL90525,post-venta,comprador,colgado por el agente
EMP0007,1/14/2025 22:49,CASE002086,chat,CL58015,reclamos,comprador,falla
EMP0214,3/9/2025 17:25,CASE040122,teléfono,CL47298,pre-venta,vendedor,terminado por el cliente
EMP0066,1/8/2025 23:18,CASE038783,chat,CL62479,pre-venta,comprador,colgado por el agente
EMP0203,3/11/2025 04:31,CASE016132,teléfono,CL72649,reclamos,comprador,falla
EMP0266,3/12/2025 03:55,CASE011523,teléfono,CL13396,pre-venta,comprador,falla
EMP0195,1/9/2025 08:19,CASE010785,chat,CL43022,post-venta,vendedor,colgado por el agente
EMP0228,1/23/2025 09:05,CASE008589,teléfono,CL84560,post-venta,vendedor,terminado por el cliente
EMP0145,2/11/2025 16:02,CASE023570,teléfono,CL31247,pre-venta,vendedor,terminado por el cliente
EMP0046,2/15/2025 00:18,CASE006791,teléfono,CL28953,reclamos,comprador,terminado por el cliente
EMP0180,2/16/2025 11:57,CASE011830,teléfono,CL21919,post-venta,vendedor,falla
EMP0239,1/23/2025 14:22,CASE000432,teléfono,CL15482,reclamos,comprador,colgado por el agente
EMP0082,1/4/2025 22:31,CASE003482,chat,CL10324,reclamos,vendedor,falla
EMP0170,3/14/2025 15:36,CASE032110,teléfono,CL10119,pre-venta,comprador,colgado por el agente
EMP0132,2/11/2025 07:08,CASE027966,chat,CL21880,reclamos,vendedor,terminado por el cliente
EMP0133,3/14/2025 12:57,CASE021476,teléfono,CL83988,post-venta,comprador,terminado por el cliente
EMP0075,3/8/2025 16:47,CASE046090,chat,CL31783,pre-venta,vendedor,terminado por el cliente
EMP0078,2/18/2025 21:01,CASE049868,teléfono,CL55323,pre-venta,vendedor,colgado por el agente
EMP0195,3/6/2025 13:31,CASE031607,chat,CL28926,pre-venta,comprador,terminado por el cliente
EMP0262,1/5/2025 10:27,CASE009388,teléfono,CL12492,reclamos,comprador,falla
EMP0181,1/17/2025 05:37,CASE009010,chat,CL42547,reclamos,vendedor,falla
EMP0214,3/25/2025 17:17,CASE006269,teléfono,CL74409,post-venta,comprador,falla
EMP0266,1/1/2025 23:15,CASE001921,chat,CL12490,reclamos,vendedor,colgado por el agente
EMP0060,2/26/2025 22:01,CASE027080,teléfono,CL93379,post-venta,vendedor,colgado por el agente
EMP0299,1/29/2025 00:01,CASE046391,teléfono,CL11267,reclamos,vendedor,falla
EMP0267,2/12/2025 20:33,CASE026451,chat,CL12018,reclamos,comprador,terminado por el cliente
EMP0144,2/10/2025 03:07,CASE047268,chat,CL33535,pre-venta,comprador,terminado por el cliente
EMP0220,3/7/2025 04:03,CASE028957,chat,CL55496,reclamos,comprador,falla
EMP0080,3/5/2025 01:12,CASE010589,teléfono,CL62328,pre-venta,comprador,falla
EMP0066,1/25/2025 03:08,CASE043787,chat,CL94295,post-venta,vendedor,colgado por el agente
EMP0043,3/4/2025 09:54,CASE038839,chat,CL72069,reclamos,comprador,falla
EMP0260,3/4/2025 04:45,CASE010722,teléfono,CL36212,post-venta,comprador,colgado por el agente
EMP0204,3/1/2025 20:48,CASE015168,teléfono,CL10208,post-venta,comprador,terminado por el cliente
EMP0023,3/14/2025 17:13,CASE033554,teléfono,CL59098,reclamos,comprador,falla
EMP0202,1/28/2025 11:28,CASE005354,chat,CL33480,post-venta,comprador,colgado por el agente
EMP0118,1/14/2025 06:28,CASE020256,chat,CL23643,reclamos,vendedor,falla
EMP0027,1/31/2025 23:23,CASE025763,teléfono,CL41410,pre-venta,comprador,falla
EMP0158,1/6/2025 12:23,CASE011573,chat,CL82308,post-venta,comprador,colgado por el agente
EMP0230,1/25/2025 02:39,CASE009327,chat,CL11818,post-venta,comprador,falla
EMP0042,1/19/2025 05:06,CASE046557,chat,CL81715,reclamos,vendedor,colgado por el agente
EMP0262,2/16/2025 18:58,CASE005429,chat,CL24855,reclamos,comprador,terminado por el cliente
EMP0291,1/11/2025 02:20,CASE025652,chat,CL38594,pre-venta,comprador,falla
EMP0225,1/5/2025 19:07,CASE006444,teléfono,CL44413,post-venta,vendedor,terminado por el cliente
EMP0174,2/14/2025 02:59,CASE025151,chat,CL46932,post-venta,vendedor,terminado por el cliente
EMP0065,1/23/2025 17:53,CASE041370,chat,CL73139,pre-venta,comprador,colgado por el agente
EMP0094,1/19/2025 14:10,CASE033493,chat,CL98569,reclamos,vendedor,terminado por el cliente
EMP0293,2/19/2025 03:00,CASE000947,chat,CL71592,post-venta,comprador,falla
EMP0255,3/28/2025 08:52,CASE036404,teléfono,CL68147,reclamos,comprador,colgado por el agente
EMP0202,3/21/2025 00:22,CASE041977,teléfono,CL43127,reclamos,vendedor,terminado por el cliente
EMP0052,1/18/2025 13:35,CASE012988,teléfono,CL45968,reclamos,comprador,colgado por el agente
EMP0035,1/11/2025 09:51,CASE019310,chat,CL76188,pre-venta,comprador,colgado por el agente
EMP0008,1/9/2025 01:49,CASE027008,chat,CL31102,reclamos,vendedor,colgado por el agente
EMP0055,2/24/2025 13:49,CASE046017,chat,CL11652,pre-venta,comprador,falla
EMP0261,1/7/2025 00:04,CASE003812,chat,CL36895,post-venta,comprador,terminado por el cliente
EMP0059,1/27/2025 15:35,CASE024076,chat,CL99445,post-venta,vendedor,terminado por el cliente
EMP0244,1/17/2025 20:49,CASE036179,chat,CL53649,pre-venta,comprador,terminado por el cliente
EMP0110,2/15/2025 21:22,CASE041042,chat,CL19573,pre-venta,comprador,falla
EMP0224,2/14/2025 23:01,CASE020149,teléfono,CL55265,post-venta,comprador,terminado por el cliente
EMP0212,3/24/2025 13:09,CASE017173,teléfono,CL90746,pre-venta,vendedor,colgado por el agente
EMP0171,2/10/2025 02:27,CASE048302,teléfono,CL54774,reclamos,comprador,falla
EMP0174,3/10/2025 07:49,CASE000972,teléfono,CL50319,post-venta,vendedor,falla
EMP0089,3/23/2025 23:47,CASE025858,teléfono,CL79637,pre-venta,vendedor,falla
EMP0298,3/7/2025 15:28,CASE012697,chat,CL37770,reclamos,comprador,falla
EMP0171,1/12/2025 12:47,CASE012428,teléfono,CL99505,reclamos,vendedor,colgado por el agente
EMP0005,1/3/2025 03:47,CASE033726,teléfono,CL31848,reclamos,vendedor,falla
EMP0247,2/1/2025 05:03,CASE004906,chat,CL96305,post-venta,comprador,colgado por el agente
EMP0130,3/18/2025 06:30,CASE040840,teléfono,CL52384,pre-venta,vendedor,terminado por el cliente
EMP0256,1/13/2025 19:46,CASE002251,chat,CL30719,reclamos,comprador,colgado por el agente
EMP0158,3/16/2025 04:39,CASE003960,chat,CL60202,reclamos,comprador,colgado por el agente
EMP0219,2/8/2025 10:20,CASE045023,chat,CL93742,post-venta,vendedor,falla
EMP0073,2/15/2025 07:53,CASE034206,chat,CL54978,pre-venta,vendedor,falla
EMP0266,3/29/2025 17:33,CASE009688,chat,CL28919,pre-venta,vendedor,terminado por el cliente
EMP0160,2/8/2025 12:44,CASE012856,teléfono,CL10657,pre-venta,comprador,terminado por el cliente
EMP0150,3/4/2025 09:16,CASE009226,teléfono,CL77284,post-venta,comprador,falla
EMP0220,2/7/2025 17:33,CASE018928,teléfono,CL42160,reclamos,comprador,colgado por el agente
EMP0179,3/30/2025 06:08,CASE024632,teléfono,CL28538,pre-venta,comprador,colgado por el agente
EMP0142,1/23/2025 13:04,CASE036007,teléfono,CL68926,pre-venta,vendedor,terminado por el cliente
EMP0105,2/20/2025 07:16,CASE045983,teléfono,CL56361,post-venta,vendedor,falla
EMP0180,2/10/2025 22:27,CASE029952,chat,CL39800,pre-venta,comprador,terminado por el cliente
EMP0201,3/26/2025 15:56,CASE043486,chat,CL88410,pre-venta,comprador,colgado por el agente
EMP0137,3/5/2025 22:00,CASE034787,teléfono,CL84511,post-venta,vendedor,terminado por el cliente
EMP0185,3/23/2025 07:39,CASE031619,chat,CL80493,pre-venta,vendedor,colgado por el agente
EMP0299,2/25/2025 06:56,CASE000252,chat,CL56438,pre-venta,comprador,colgado por el agente
EMP0121,1/26/2025 00:12,CASE005473,chat,CL88753,reclamos,comprador,colgado por el agente
EMP0153,3/15/2025 02:33,CASE024014,teléfono,CL96237,pre-venta,vendedor,colgado por el agente
EMP0104,1/8/2025 11:44,CASE027338,chat,CL44547,post-venta,vendedor,falla
EMP0195,2/11/2025 10:45,CASE041053,teléfono,CL80897,post-venta,comprador,terminado por el cliente
EMP0085,1/16/2025 07:15,CASE046608,chat,CL92674,pre-venta,comprador,terminado por el cliente
EMP0118,3/11/2025 10:03,CASE011740,chat,CL56365,reclamos,vendedor,falla
EMP0061,1/24/2025 03:47,CASE045519,chat,CL78968,reclamos,comprador,falla
EMP0094,3/20/2025 09:29,CASE016502,teléfono,CL11694,post-venta,comprador,falla
EMP0214,1/10/2025 08:19,CASE013415,chat,CL49586,post-venta,comprador,falla
EMP0011,3/5/2025 13:44,CASE002812,teléfono,CL20363,pre-venta,comprador,terminado por el cliente
EMP0276,1/25/2025 11:38,CASE030856,teléfono,CL47819,pre-venta,vendedor,terminado por el cliente
EMP0178,2/7/2025 08:47,CASE031377,teléfono,CL58893,pre-venta,comprador,falla
EMP0257,2/18/2025 11:04,CASE025109,teléfono,CL80559,post-venta,vendedor,terminado por el cliente
EMP0297,1/1/2025 08:05,CASE042877,teléfono,CL43470,reclamos,vendedor,colgado por el agente
EMP0043,3/14/2025 00:14,CASE025993,chat,CL97678,pre-venta,comprador,falla
EMP0223,2/28/2025 02:57,CASE026273,teléfono,CL14567,post-venta,comprador,terminado por el cliente
